food_id,food_name,brand,categories,countries,collection_location,source,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,nutriscore,nova_group,serving_size,quantity,salt_g
167673,"DENNY'S, top sirloin steak",,,,USDA reference,USDA FoodData Central SR Legacy,,28.9,0.14,7.34,,,349.0,2.84,,,,,
167674,"Restaurant, Chinese, lemon chicken",,,,USDA reference,USDA FoodData Central SR Legacy,,11.87,20.61,13.55,1.0,8.18,252.0,2.749,,,,,
167675,"Restaurant, Chinese, general tso's chicken",,,,USDA reference,USDA FoodData Central SR Legacy,,12.9,23.99,16.36,0.9,11.6,435.0,3.879,,,,,
167676,"Restaurant, Chinese, kung pao chicken",,,,USDA reference,USDA FoodData Central SR Legacy,,9.76,6.87,6.98,1.5,3.03,402.0,2.173,,,,,
167677,"Restaurant, Chinese, vegetable lo mein, without meat",,,,USDA reference,USDA FoodData Central SR Legacy,,4.77,20.16,2.35,1.3,2.63,430.0,0.592,,,,,
167678,"Restaurant, Chinese, chicken and vegetables",,,,USDA reference,USDA FoodData Central SR Legacy,,8.18,5.38,4.56,0.9,2.93,413.0,1.087,,,,,
167679,"Restaurant, Chinese, orange chicken",,,,USDA reference,USDA FoodData Central SR Legacy,,14.46,22.46,12.68,0.8,13.6,553.0,3.474,,,,,
167680,"Restaurant, Italian, spaghetti with meat sauce",,,,USDA reference,USDA FoodData Central SR Legacy,,5.79,16.4,3.59,1.6,1.82,230.0,1.486,,,,,
167681,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",,,,USDA reference,USDA FoodData Central SR Legacy,,0.45,87.38,0.04,0.1,0.0,404.0,0.0,,,,,
167682,"Pectin, liquid",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,2.1,0.0,2.1,0.0,0.0,0.0,,,,,
167683,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",,,,USDA reference,USDA FoodData Central SR Legacy,,6.4,26.11,10.1,0.8,8.52,104.0,2.7,,,,,
167684,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",,,,USDA reference,USDA FoodData Central SR Legacy,,1.5,7.0,14.0,0.0,5.65,833.0,3.273,,,,,
167685,"Bologna, beef and pork, low fat",,,,USDA reference,USDA FoodData Central SR Legacy,,11.5,2.6,19.3,0.0,0.0,1108.0,9.145,,,,,
167686,"Milk dessert, frozen, milk-fat free, chocolate",,,,USDA reference,USDA FoodData Central SR Legacy,,4.3,37.7,1.0,0.0,37.7,97.0,0.329,,,,,
167687,"Whipped topping, frozen, low fat",,,,USDA reference,USDA FoodData Central SR Legacy,,3.0,23.6,13.1,0.0,23.6,72.0,0.838,,,,,
167688,"Cream substitute, powdered, light",,,,USDA reference,USDA FoodData Central SR Legacy,,1.9,73.4,15.7,0.0,73.4,229.0,11.5,,,,,
167689,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",,,,USDA reference,USDA FoodData Central SR Legacy,,10.16,56.89,29.32,4.0,47.15,213.0,4.448,,,,,
167690,"Babyfood, apple yogurt dessert, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.8,19.5,1.6,0.5,12.02,20.0,0.438,,,,,
167691,"Vegetable oil-butter spread, reduced calorie",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,0.0,53.0,0.0,0.0,581.0,20.77,,,,,
167692,"Salad dressing, blue or roquefort cheese dressing, light",,,,USDA reference,USDA FoodData Central SR Legacy,,2.1,13.2,2.7,0.0,3.6,939.0,1.092,,,,,
167693,"Salad dressing, french dressing, reduced calorie",,,,USDA reference,USDA FoodData Central SR Legacy,,0.4,27.0,13.0,0.0,25.92,804.0,3.029,,,,,
167694,"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",,,,USDA reference,USDA FoodData Central SR Legacy,,22.7,0.7,23.0,0.0,0.0,878.0,9.719,,,,,
167695,"Mayonnaise, made with tofu",,,,USDA reference,USDA FoodData Central SR Legacy,,5.95,3.06,31.79,1.1,0.85,773.0,5.246,,,,,
167696,"Frankfurter, beef, low fat",,,,USDA reference,USDA FoodData Central SR Legacy,,12.0,1.6,9.5,0.0,0.85,744.0,3.806,,,,,
167697,"Milk, buttermilk, fluid, cultured, reduced fat",,,,USDA reference,USDA FoodData Central SR Legacy,,4.1,5.3,2.0,0.0,5.3,105.0,0.576,,,,,
167698,"Pork sausage rice links, brown and serve, cooked",,,,USDA reference,USDA FoodData Central SR Legacy,,13.7,2.36,37.63,0.0,0.0,689.0,18.1,,,,,
167699,"Salad dressing, blue or roquefort cheese dressing, fat-free",,,,USDA reference,USDA FoodData Central SR Legacy,,1.52,25.6,1.01,1.8,7.44,814.0,0.441,,,,,
167700,"Salad Dressing, mayonnaise-like, fat-free",,,,USDA reference,USDA FoodData Central SR Legacy,,0.2,15.5,2.7,1.9,10.3,788.0,1.887,,,,,
167701,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",,,,USDA reference,USDA FoodData Central SR Legacy,,3.2,71.22,17.5,2.9,57.81,168.0,4.639,,,,,
167702,"Oil, flaxseed, cold pressed",,,,USDA reference,USDA FoodData Central SR Legacy,,0.11,0.0,99.98,0.0,0.0,0.0,18.438,,,,,
167703,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",,,,USDA reference,USDA FoodData Central SR Legacy,,12.4,3.2,1.0,0.6,2.6,220.0,0.29,,,,,
167704,"Salad dressing, bacon and tomato",,,,USDA reference,USDA FoodData Central SR Legacy,,1.8,2.0,35.0,0.2,2.0,905.0,8.415,,,,,
167705,"Cheese, parmesan, low sodium",,,,USDA reference,USDA FoodData Central SR Legacy,,41.6,3.7,29.99,0.0,0.85,63.0,8.721,,,,,
167706,"Jams, preserves, marmalade, reduced sugar",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,37.6,0.1,1.5,29.41,0.0,0.014,,,,,
167707,"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",,,,USDA reference,USDA FoodData Central SR Legacy,,0.25,91.0,0.16,2.2,0.0,14.0,0.038,,,,,
167708,"Tomato and vegetable juice, low sodium",,,,USDA reference,USDA FoodData Central SR Legacy,,0.6,4.59,0.1,0.8,3.28,58.0,0.016,,,,,
167709,"Turkey, wing, smoked, cooked, with skin, bone removed",,,,USDA reference,USDA FoodData Central SR Legacy,,27.4,0.0,12.41,0.0,0.0,996.0,4.651,,,,,
167710,"Turkey, drumstick, smoked, cooked, with skin, bone removed",,,,USDA reference,USDA FoodData Central SR Legacy,,27.9,0.0,9.8,0.0,0.0,996.0,2.864,,,,,
167711,"Beverages, Chocolate-flavored drink, whey and milk based",,,,USDA reference,USDA FoodData Central SR Legacy,,0.64,10.68,0.4,0.6,8.68,91.0,0.049,,,,,
167712,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",,,,USDA reference,USDA FoodData Central SR Legacy,,37.04,1.43,41.78,0.0,0.0,1030.0,18.52,,,,,
167713,"Turkey, light or dark meat, smoked, cooked, skin and bone removed",,,,USDA reference,USDA FoodData Central SR Legacy,,29.3,0.0,5.0,0.0,0.0,996.0,1.046,,,,,
167714,"Hearts of palm, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.7,25.61,0.2,1.5,17.16,14.0,0.005,,,,,
167715,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",,,,USDA reference,USDA FoodData Central SR Legacy,,10.93,80.65,2.06,14.7,0.75,0.0,0.33,,,,,
167716,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",,,,USDA reference,USDA FoodData Central SR Legacy,,10.9,3.0,1.0,0.0,3.0,403.0,0.282,,,,,
167717,Yeast extract spread,,,,USDA reference,USDA FoodData Central SR Legacy,,23.88,20.42,0.9,6.5,1.6,3380.0,0.0,,,,,
167718,"Babyfood, juice, pear",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,11.86,0.0,0.1,7.28,8.0,0.0,,,,,
167719,"Chicken, meatless, breaded, fried",,,,USDA reference,USDA FoodData Central SR Legacy,,21.28,8.51,12.77,4.3,0.0,400.0,3.226,,,,,
167720,"Babyfood, meat, beef with vegetables, toddler",,,,USDA reference,USDA FoodData Central SR Legacy,,3.5,8.72,2.1,1.8,1.18,26.0,0.92,,,,,
167721,"Frozen novelties, juice type, juice with cream",,,,USDA reference,USDA FoodData Central SR Legacy,,1.41,24.11,1.41,0.1,20.61,42.0,0.0,,,,,
167722,Tofu yogurt,,,,USDA reference,USDA FoodData Central SR Legacy,,3.5,15.96,1.8,0.2,1.24,35.0,0.4,,,,,
167723,"Alcoholic beverage, rice (sake)",,,,USDA reference,USDA FoodData Central SR Legacy,,0.5,5.0,0.0,0.0,0.0,2.0,0.0,,,,,
167724,"Millet, puffed",,,,USDA reference,USDA FoodData Central SR Legacy,,13.0,80.0,3.4,2.7,0.55,5.0,0.717,,,,,
167725,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",,,,USDA reference,USDA FoodData Central SR Legacy,,10.0,78.0,3.0,8.0,22.0,380.0,0.704,,,,,
167726,"Babyfood, mixed fruit yogurt, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.8,16.23,0.8,0.4,11.74,16.0,0.219,,,,,
167727,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",,,,USDA reference,USDA FoodData Central SR Legacy,,5.16,19.88,4.52,0.0,8.33,95.0,1.095,,,,,
167728,"Babyfood, rice and apples, dry",,,,USDA reference,USDA FoodData Central SR Legacy,,6.7,86.89,2.4,3.0,3.22,16.0,0.615,,,,,
167729,"Babyfood, juice, apple - cherry",,,,USDA reference,USDA FoodData Central SR Legacy,,0.2,11.2,0.1,0.3,10.5,4.0,0.0,,,,,
167730,"Milk, imitation, non-soy",,,,USDA reference,USDA FoodData Central SR Legacy,,1.6,5.3,2.0,0.0,5.3,55.0,0.484,,,,,
167731,"Babyfood, cereal, rice with pears and apple, dry, instant fortified",,,,USDA reference,USDA FoodData Central SR Legacy,,6.6,88.5,0.9,2.6,1.35,2.0,0.252,,,,,
167732,"Babyfood, banana no tapioca, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,1.0,21.34,0.2,1.6,11.36,2.0,0.028,,,,,
167733,"Babyfood, banana apple dessert, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.3,16.3,0.2,1.0,14.66,7.0,0.018,,,,,
167734,"Breakfast bar, corn flake crust with fruit",,,,USDA reference,USDA FoodData Central SR Legacy,,4.4,72.8,7.5,2.1,35.1,337.0,5.0,,,,,
167735,"Cheese, mozzarella, low sodium",,,,USDA reference,USDA FoodData Central SR Legacy,,27.5,3.1,17.1,0.0,1.23,16.0,4.844,,,,,
167736,"Mayonnaise dressing, no cholesterol",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,0.3,77.8,0.0,0.3,486.0,18.026,,,,,
167737,"Oil, corn, peanut, and olive",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,0.0,100.0,0.0,0.0,0.0,48.033,,,,,
167738,"Pie fillings, blueberry, canned",,,,USDA reference,USDA FoodData Central SR Legacy,,0.41,44.38,0.2,2.6,37.75,12.0,0.0,,,,,
167739,"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",,,,USDA reference,USDA FoodData Central SR Legacy,,0.08,71.6,0.01,0.0,24.53,0.0,0.001,,,,,
167740,"Puddings, chocolate flavor, low calorie, regular, dry mix",,,,USDA reference,USDA FoodData Central SR Legacy,,10.08,74.42,3.0,10.1,0.7,3326.0,1.15,,,,,
167741,"Puddings, all flavors except chocolate, low calorie, regular, dry mix",,,,USDA reference,USDA FoodData Central SR Legacy,,1.6,86.04,0.1,0.9,2.9,1765.0,0.032,,,,,
167742,"Mollusks, scallop, (bay and sea), cooked, steamed",,,,USDA reference,USDA FoodData Central SR Legacy,,20.54,5.41,0.84,0.0,0.0,667.0,0.082,,,,,
167743,"Syrup, Cane",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,73.14,0.0,0.0,73.2,58.0,0.0,,,,,
167744,"Mollusks, snail, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,16.1,2.0,1.4,0.0,0.0,70.0,0.259,,,,,
167745,"Turtle, green, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.8,0.0,0.5,0.0,0.0,68.0,0.088,,,,,
167746,"Lemons, raw, without peel",,,,USDA reference,USDA FoodData Central SR Legacy,,1.1,9.32,0.3,2.8,2.5,2.0,0.011,,,,,
167747,"Lemon juice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.35,6.9,0.24,0.3,2.52,1.0,0.006,,,,,
167748,"Lemon juice from concentrate, canned or bottled",,,,USDA reference,USDA FoodData Central SR Legacy,,0.45,5.62,0.07,0.7,1.53,24.0,0.006,,,,,
167749,"Lemon peel, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.5,16.0,0.3,10.6,4.17,6.0,0.011,,,,,
167750,"Prickly pears, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.73,9.57,0.51,3.6,,5.0,0.075,,,,,
167751,"Plums, dried (prunes), stewed, without added sugar",,,,USDA reference,USDA FoodData Central SR Legacy,,0.96,28.08,0.16,3.1,24.98,1.0,0.08,,,,,
167752,"Plums, dried (prunes), stewed, with added sugar",,,,USDA reference,USDA FoodData Central SR Legacy,,1.09,32.88,0.22,3.8,,2.0,0.142,,,,,
167753,"Prune juice, canned",,,,USDA reference,USDA FoodData Central SR Legacy,,0.61,17.45,0.03,1.0,16.45,4.0,0.021,,,,,
167754,"Pummelo, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.76,9.62,0.04,1.0,,1.0,,,,,,
167755,"Raspberries, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.2,11.94,0.65,6.5,4.42,1.0,0.064,,,,,
167756,"Raspberries, canned, red, heavy syrup pack, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,0.83,23.36,0.12,3.3,20.06,3.0,0.011,,,,,
167757,"Raspberries, frozen, red, sweetened",,,,USDA reference,USDA FoodData Central SR Legacy,,0.7,26.16,0.16,4.4,21.76,1.0,0.015,,,,,
167758,"Rhubarb, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.9,4.54,0.2,1.8,1.1,4.0,0.039,,,,,
167759,"Sapodilla, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.44,19.96,1.1,5.3,,12.0,0.521,,,,,
167760,"Sapote, mamey, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.45,32.1,0.46,5.4,20.14,7.0,0.102,,,,,
167761,"Soursop, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.0,16.84,0.3,3.3,13.54,14.0,0.09,,,,,
167762,"Strawberries, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.67,7.68,0.3,2.0,4.89,1.0,0.043,,,,,
167763,"Tamarinds, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.8,62.5,0.6,5.1,38.8,28.0,0.181,,,,,
167764,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,0.41,22.36,0.1,1.3,,2.0,0.018,,,,,
167765,"Watermelon, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.61,7.55,0.15,0.4,6.2,1.0,0.037,,,,,
167766,"Maraschino cherries, canned, drained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.22,41.97,0.21,3.2,38.77,4.0,0.049,,,,,
167767,"Pineapple, canned, juice pack, drained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.51,15.56,0.11,1.3,14.26,1.0,0.014,,,,,
167768,"Apricots, canned, heavy syrup, drained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.64,21.31,0.11,2.7,18.65,4.0,0.045,,,,,
167769,"Cherries, sour, canned, water pack, drained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.69,10.45,0.21,1.2,6.99,4.0,,,,,,
167770,"Cherries, sweet, canned, pitted, heavy syrup, drained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.73,21.07,0.21,2.3,16.18,3.0,0.049,,,,,
167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",,,,USDA reference,USDA FoodData Central SR Legacy,,0.1,11.3,0.13,0.2,9.62,4.0,0.006,,,,,
167772,"Applesauce, canned, unsweetened, with added ascorbic acid",,,,USDA reference,USDA FoodData Central SR Legacy,,0.17,11.27,0.1,1.1,9.39,2.0,0.002,,,,,
167773,"Applesauce, canned, sweetened, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.18,19.91,0.18,1.2,,28.0,0.007,,,,,
167774,"Grapefruit juice, pink, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.5,9.2,0.1,,,1.0,0.013,,,,,
167775,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",,,,USDA reference,USDA FoodData Central SR Legacy,,0.14,11.54,0.1,0.1,,7.0,0.002,,,,,
167776,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,USDA FoodData Central SR Legacy,,0.39,15.01,0.16,3.1,9.69,1.0,,,,,,
167777,"Pears, raw, red anjou",,,,USDA reference,USDA FoodData Central SR Legacy,,0.33,14.94,0.14,3.0,9.54,1.0,,,,,,
167778,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,USDA FoodData Central SR Legacy,,0.36,16.1,0.09,3.1,10.23,1.0,,,,,,
167779,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,USDA FoodData Central SR Legacy,,0.44,15.79,0.1,3.1,9.73,1.0,,,,,,
167780,Prune puree,,,,USDA reference,USDA FoodData Central SR Legacy,,2.1,65.1,0.2,3.3,39.0,23.0,,,,,,
167781,Candied fruit,,,,USDA reference,USDA FoodData Central SR Legacy,,0.34,82.74,0.07,1.6,80.68,98.0,0.008,,,,,
167782,"Abiyuch, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.5,17.6,0.1,5.3,8.55,20.0,,,,,,
167783,"Rowal, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.3,23.9,2.0,6.2,14.1,4.0,,,,,,
167784,"Guava nectar, canned, with added ascorbic acid",,,,USDA reference,USDA FoodData Central SR Legacy,,0.09,16.25,0.06,1.0,12.95,6.0,0.02,,,,,
167785,"Mango nectar, canned",,,,USDA reference,USDA FoodData Central SR Legacy,,0.11,13.12,0.06,0.3,12.45,5.0,0.022,,,,,
167786,"Tamarind nectar, canned",,,,USDA reference,USDA FoodData Central SR Legacy,,0.09,14.73,0.12,0.5,12.7,7.0,,,,,,
167787,"Pomegranate juice, bottled",,,,USDA reference,USDA FoodData Central SR Legacy,,0.15,13.13,0.29,0.1,12.65,9.0,0.059,,,,,
167788,"Nance, canned, syrup, drained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.56,22.79,1.28,7.0,15.66,8.0,,,,,,
167789,"Nance, frozen, unsweetened",,,,USDA reference,USDA FoodData Central SR Legacy,,0.66,16.97,1.16,7.5,8.31,3.0,,,,,,
167790,"Naranjilla (lulo) pulp, frozen, unsweetened",,,,USDA reference,USDA FoodData Central SR Legacy,,0.44,5.9,0.22,1.1,3.74,4.0,,,,,,
167791,Horned melon (Kiwano),,,,USDA reference,USDA FoodData Central SR Legacy,,1.78,7.56,1.26,,,2.0,,,,,,
167792,Orange Pineapple Juice Blend,,,,USDA reference,USDA FoodData Central SR Legacy,,0.41,12.2,0.08,0.2,10.57,4.0,0.009,,,,,
167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,USDA FoodData Central SR Legacy,,0.2,15.22,0.18,2.1,11.68,1.0,,,,,,
167794,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",,,,USDA reference,USDA FoodData Central SR Legacy,,0.68,11.54,0.12,0.3,8.31,2.0,0.022,,,,,
167795,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",,,,USDA reference,USDA FoodData Central SR Legacy,,0.42,15.0,0.0,0.0,12.5,4.0,,,,,,
167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",,,,USDA reference,USDA FoodData Central SR Legacy,,0.6,12.53,0.26,0.7,11.15,6.0,0.04,,,,,
167797,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",,,,USDA reference,USDA FoodData Central SR Legacy,,0.63,10.9,0.02,0.0,9.3,4.0,0.002,,,,,
167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",,,,USDA reference,USDA FoodData Central SR Legacy,,0.63,13.04,0.33,0.6,11.46,11.0,0.034,,,,,
167799,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",,,,USDA reference,USDA FoodData Central SR Legacy,,0.44,12.37,0.3,0.6,10.33,5.0,0.02,,,,,
167800,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",,,,USDA reference,USDA FoodData Central SR Legacy,,0.12,11.49,0.17,0.3,9.47,5.0,0.008,,,,,
167801,"Lemon juice from concentrate, bottled, CONCORD",,,,USDA reference,USDA FoodData Central SR Legacy,,0.4,5.37,0.07,,1.42,29.0,,,,,,
167802,"Lemon juice from concentrate, bottled, REAL LEMON",,,,USDA reference,USDA FoodData Central SR Legacy,,0.47,5.66,0.07,0.7,1.59,26.0,0.006,,,,,
167803,"Cranberry sauce, whole, canned, OCEAN SPRAY",,,,USDA reference,USDA FoodData Central SR Legacy,,0.75,40.4,0.05,1.2,31.3,5.0,0.007,,,,,
167804,"Cranberry sauce, jellied, canned, OCEAN SPRAY",,,,USDA reference,USDA FoodData Central SR Legacy,,1.05,40.61,0.04,1.0,32.2,5.0,0.007,,,,,
167805,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",,,,USDA reference,USDA FoodData Central SR Legacy,,0.5,10.53,0.1,0.2,10.3,8.0,0.008,,,,,
167806,Baobab powder,,,,USDA reference,USDA FoodData Central SR Legacy,,3.69,79.65,0.47,44.5,,10.0,0.169,,,,,
167807,"Cherry juice, tart",,,,USDA reference,USDA FoodData Central SR Legacy,,0.31,13.7,0.54,,12.21,4.0,,,,,,
167808,"Raspberries, puree, seedless",,,,USDA reference,USDA FoodData Central SR Legacy,,1.02,7.99,0.87,0.9,6.04,4.0,0.016,,,,,
167809,"Raspberries, puree, with seeds",,,,USDA reference,USDA FoodData Central SR Legacy,,1.1,11.51,0.97,4.3,6.56,4.0,0.027,,,,,
167810,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,18.22,0.0,14.79,0.0,0.0,57.0,6.102,,,,,
167811,"Pork, fresh, backfat, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.92,0.0,88.69,0.0,0.0,11.0,41.95,,,,,
167812,"Pork, fresh, belly, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,9.34,0.0,53.01,0.0,0.0,32.0,24.7,,,,,
167813,"Pork, fresh, separable fat, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,9.25,0.0,65.7,0.0,0.0,47.0,28.041,,,,,
167814,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.27,0.0,10.63,0.0,0.0,73.0,4.445,,,,,
167815,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,27.03,0.0,10.32,0.0,0.0,77.0,4.322,,,,,
167816,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,USDA FoodData Central SR Legacy,,21.81,0.0,2.93,0.0,0.0,76.0,1.148,,,,,
167817,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,28.86,0.0,4.62,0.0,0.0,80.0,1.878,,,,,
167818,"Pork, fresh, loin, whole, separable lean and fat, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.74,0.0,12.58,0.0,0.0,50.0,5.61,,,,,
167819,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,27.23,0.0,13.62,0.0,0.0,48.0,6.06,,,,,
167820,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.32,0.0,13.92,0.0,0.0,62.0,6.19,,,,,
167821,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,27.09,0.0,14.65,0.0,0.0,59.0,6.51,,,,,
167822,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.56,0.0,12.27,0.0,0.0,69.0,4.913,,,,,
167823,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,26.54,0.0,15.71,0.0,0.0,69.0,5.067,,,,,
167824,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,23.72,0.0,14.35,0.0,0.0,74.0,4.887,,,,,
167825,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,24.29,0.0,16.71,0.0,0.0,76.0,6.684,,,,,
